,sq_mt_built,n_rooms,n_bathrooms,floor,is_floor_under,buy_price,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,has_parking,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,distrito_id_num,neighborhood_id_num,neighborhood_price_m2,estimado_metros_por_preciom2
5151,85.0,3,1.0,1.0,0,139000,1.0,0,0,1970.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.0,0,0,1,0,13.0,89.0,2007.79,170662.15
5152,83.0,2,1.0,2.0,0,110000,1.0,0,0,1970.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0,1,1,0,13.0,90.0,2081.94,172801.02000000002
5153,81.0,3,2.0,8.0,0,230000,1.0,0,0,1970.0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0,1,1,0,13.0,87.0,2076.58,168202.97999999998
5154,60.0,3,1.0,1.0,0,115000,1.0,0,0,1970.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,120467.4
5155,83.0,3,1.0,3.0,0,145000,1.0,0,0,1977.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,172801.02000000002
5156,40.0,1,1.0,0.5,1,69000,1.0,0,0,1970.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,80311.6
5157,93.0,3,1.0,4.0,0,128000,1.0,0,0,1970.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0,0,1,0,13.0,89.0,2007.79,186724.47
5158,70.0,3,1.0,3.0,0,130000,1.0,0,0,1970.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,0,13.0,87.0,2076.58,145360.6
5159,55.0,1,1.0,3.0,0,155000,4.0,0,0,1970.0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,110428.45
5160,85.0,3,1.0,3.0,0,134000,1.0,1,0,1974.0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0,0,0,1,13.0,88.0,1896.75,161223.75
5161,38.0,1,1.0,0.5,1,89900,1.0,0,0,1970.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,1,13.0,89.0,2007.79,76296.02
5162,62.0,1,1.0,0.5,1,98000,1.0,0,0,1970.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,124482.98
5163,75.0,4,1.0,1.0,0,135000,1.0,1,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,156145.5
5164,72.0,3,1.0,1.0,0,130000,1.0,1,0,1970.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,1,13.0,86.0,1983.7,142826.4
5165,60.0,3,1.0,4.0,0,157000,1.0,0,0,1970.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,87.0,2076.58,124594.8
5166,127.0,3,2.0,0.5,1,240000,1.0,0,0,1970.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,1,13.0,89.0,2007.79,254989.33
5167,80.0,3,1.0,0.5,1,159000,1.0,0,0,1956.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,13.0,86.0,1983.7,158696.0
5168,70.0,3,1.0,2.0,0,150000,1.0,0,0,1970.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,13.0,89.0,2007.79,140545.3
5169,77.0,2,2.0,1.0,0,230000,1.0,0,0,1970.0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0.0,0,0,0,0,13.0,90.0,2081.94,160309.38
5170,100.0,3,2.0,1.0,0,350000,1.0,0,0,1970.0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0.0,0,0,0,0,13.0,89.0,2007.79,200779.0
5171,95.0,2,1.0,4.0,0,185000,1.0,0,0,1970.0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0.0,0,0,0,1,13.0,87.0,2076.58,197275.1
5172,45.0,0,1.0,0.5,1,66000,0.0,0,0,1991.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,88.0,1896.75,85353.75
5173,55.0,1,1.0,0.5,1,100000,1.0,0,0,1970.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,85.0,1574.36,86589.79999999999
5174,120.0,2,2.0,4.0,0,139999,1.0,0,0,1970.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,85.0,1574.36,188923.2
5175,95.0,3,1.0,2.0,0,165000,1.0,0,0,1970.0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,190740.05
5176,42.0,1,1.0,1.0,0,83000,2.0,0,0,1970.0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0.0,1,0,0,0,13.0,89.0,2007.79,84327.18
5177,70.0,2,1.0,1.0,0,350000,1.0,0,0,1970.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.0,0,0,1,0,13.0,90.0,2081.94,145735.80000000002
5178,35.0,2,1.0,0.5,1,70000,1.0,0,0,1970.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,70272.65
5179,100.0,3,1.0,2.0,0,140000,1.0,0,0,1970.0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,200779.0
5180,61.0,1,1.0,2.0,0,150000,1.0,0,0,2004.0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0.0,0,0,0,1,13.0,90.0,2081.94,126998.34
5181,70.0,2,1.0,0.5,1,109000,1.0,0,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,140545.3
5182,44.0,2,1.0,0.5,1,85000,1.0,0,0,1955.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,88342.76
5183,48.0,1,1.0,4.0,0,120000,1.0,0,0,1971.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.0,0,0,1,0,13.0,90.0,2081.94,99933.12
5184,47.0,1,1.0,3.0,0,79900,1.0,1,0,1960.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,94366.13
5185,102.0,3,2.0,0.5,1,125000,1.0,0,0,1970.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,204794.58
5186,33.0,1,1.0,1.0,0,88000,1.0,1,0,1970.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,68704.02
5187,75.0,1,1.0,2.0,0,150000,1.0,0,0,2006.0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0.0,0,0,0,0,13.0,87.0,2076.58,155743.5
5188,53.0,2,2.0,0.5,1,99500,1.0,0,0,2000.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,13.0,90.0,2081.94,110342.82
5189,79.0,3,1.0,4.0,0,176000,1.0,0,0,1970.0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0.0,0,0,0,0,13.0,88.0,1896.75,149843.25
5190,57.0,2,1.0,4.0,0,104000,1.0,0,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,86.0,1983.7,113070.9
5191,60.0,1,1.0,0.5,1,110000,1.0,0,0,1970.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,120467.4
5192,90.0,1,1.0,0.5,1,133000,1.0,0,0,1970.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,180701.1
5193,54.0,1,1.0,1.0,0,127000,1.0,0,0,2008.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,108420.66
5194,45.0,2,1.0,0.5,1,87000,1.0,0,0,1970.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,93687.3
5195,58.0,2,1.0,0.5,1,79000,1.0,0,0,1970.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,120752.52
5196,74.0,2,1.0,0.5,1,144000,1.0,1,0,1960.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,154063.56
5197,65.0,2,1.0,1.0,0,127500,1.0,0,0,1970.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,135326.1
5198,74.0,2,1.0,0.5,1,144000,1.0,1,0,1960.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,154063.56
5199,55.0,2,1.0,1.0,0,69000,1.0,1,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,110428.45
5200,48.0,2,1.0,0.5,1,89000,1.0,0,0,1970.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,96373.92
5201,50.0,1,1.0,1.0,0,138000,1.0,0,0,1970.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,104097.0
5202,72.0,2,1.0,1.0,0,154990,1.0,0,0,1970.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,149899.68
5203,75.0,3,1.0,2.0,0,132500,1.0,0,0,1970.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,150584.25
5204,45.0,2,1.0,0.5,1,98000,1.0,0,0,1970.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,90350.55
5205,75.0,3,1.0,3.0,0,137000,1.0,0,0,1970.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,85.0,1574.36,118077.0
5206,66.0,3,1.0,5.0,0,128500,4.0,0,0,1970.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,1,0,13.0,86.0,1983.7,130924.2
5207,108.0,3,2.0,3.0,0,240000,1.0,0,0,2006.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0.0,0,0,0,0,13.0,87.0,2076.58,224270.64
5208,63.0,3,1.0,5.0,0,112700,1.0,0,0,1960.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,131162.22
5209,72.0,3,1.0,1.0,0,136000,1.0,0,0,1974.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,86.0,1983.7,142826.4
5210,75.0,3,1.0,4.0,0,119900,1.0,0,0,1976.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1,0,1,0,13.0,85.0,1574.36,118077.0
5211,62.0,2,1.0,4.0,0,88000,1.0,0,0,1970.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.0,1,0,1,0,13.0,85.0,1574.36,97610.32
5212,70.0,2,1.0,2.0,0,114500,1.0,0,0,1930.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,0,13.0,89.0,2007.79,140545.3
5213,70.0,3,1.0,1.0,0,120000,1.0,0,0,1969.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0,1,0,1,13.0,85.0,1574.36,110205.2
5214,44.0,2,1.0,0.5,1,85000,1.0,0,0,1955.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,88342.76
5215,55.0,3,1.0,1.0,0,110000,1.0,1,0,1970.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,86.0,1983.7,109103.5
5216,50.0,2,1.0,0.5,1,105000,4.0,0,0,1970.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,13.0,86.0,1983.7,99185.0
5217,71.0,2,1.0,2.0,0,130000,1.0,0,0,2001.0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0.0,1,1,0,0,13.0,89.0,2007.79,142553.09
5218,70.0,3,1.0,2.0,0,159000,1.0,0,0,1970.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,1,13.0,90.0,2081.94,145735.80000000002
5219,56.0,2,1.0,1.0,0,89900,1.0,0,0,1970.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,85.0,1574.36,88164.15999999999
5220,60.0,2,1.0,4.0,0,199000,3.0,0,0,1970.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,85.0,1574.36,94461.6
5221,55.0,1,1.0,6.0,0,163000,1.0,0,0,1970.0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0.0,0,0,0,0,13.0,87.0,2076.58,114211.9
5222,30.0,0,1.0,5.0,0,64000,0.0,0,0,1950.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,60233.7
5223,64.0,2,1.0,1.0,0,79000,1.0,0,0,1992.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,128498.56
5224,100.0,3,2.0,1.0,0,210000,1.0,0,0,1986.0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0.0,0,1,0,0,13.0,87.0,2076.58,207658.0
5225,67.0,3,1.0,5.0,0,98000,1.0,0,0,1962.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,86.0,1983.7,132907.9
5226,87.0,3,2.0,1.0,0,199900,1.0,0,0,1989.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,88.0,1896.75,165017.25
5227,31.0,0,1.0,5.0,0,52990,0.0,0,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,62241.49
5228,32.0,0,1.0,0.5,1,89900,0.0,0,0,1970.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,13.0,89.0,2007.79,64249.28
5229,60.0,2,1.0,4.0,0,111000,1.0,0,0,1970.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,87.0,2076.58,124594.8
5230,61.0,1,1.0,1.0,0,120600,1.0,0,0,1970.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,126998.34
5231,115.0,4,2.0,4.0,0,249000,1.0,0,0,1970.0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0.0,0,0,0,1,13.0,87.0,2076.58,238806.7
5232,80.0,2,1.0,2.0,0,150000,1.0,0,0,1970.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,88.0,1896.75,151740.0
5233,60.0,3,1.0,3.0,0,110000,1.0,0,0,1965.0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0.0,1,0,1,0,13.0,87.0,2076.58,124594.8
5234,109.0,3,2.0,3.0,0,187000,1.0,0,0,1970.0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0.0,0,0,0,0,13.0,87.0,2076.58,226347.22
5235,59.0,2,1.0,4.0,0,130000,1.0,0,0,1970.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,122834.46
5236,120.0,2,1.0,3.0,0,243000,3.0,0,0,2005.0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0.0,0,1,0,0,13.0,89.0,2007.79,240934.8
5237,128.0,4,2.0,3.0,0,220000,1.0,0,0,1970.0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0.0,0,0,0,0,13.0,87.0,2076.58,265802.24
5238,65.0,3,1.0,1.0,0,160000,1.0,0,0,1970.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.0,1,0,0,0,13.0,87.0,2076.58,134977.69999999998
5239,57.0,1,1.0,2.0,0,129000,1.0,0,0,1970.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.0,0,0,1,0,13.0,89.0,2007.79,114444.03
5240,60.0,3,1.0,0.5,1,135000,1.0,0,0,1970.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,87.0,2076.58,124594.8
5241,70.0,3,1.0,2.0,0,119000,1.0,1,0,1965.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,87.0,2076.58,145360.6
5242,71.0,2,1.0,0.5,1,133000,1.0,0,0,2001.0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0.0,0,0,0,0,13.0,85.0,1574.36,111779.56
5243,53.0,2,1.0,0.5,1,112000,1.0,1,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,13.0,90.0,2081.94,110342.82
5244,70.0,3,1.0,4.0,0,88782,1.0,0,0,1958.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,140545.3
5245,71.0,2,1.0,1.0,0,152000,2.0,0,0,1958.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,85.0,1574.36,111779.56
5246,38.0,1,1.0,1.0,0,92260,4.0,0,0,2007.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,88.0,1896.75,72076.5
5247,86.0,3,1.0,3.0,0,109999,1.0,0,0,1970.0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0.0,0,0,0,0,13.0,85.0,1574.36,135394.96
5248,105.0,4,2.0,1.0,0,179999,1.0,0,0,1970.0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0.0,0,0,0,0,13.0,85.0,1574.36,165307.8
5249,48.0,1,1.0,1.0,0,114000,1.0,0,0,1920.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,96373.92
5250,65.0,3,1.0,4.0,0,99000,1.0,1,0,1970.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,130506.35
5251,45.0,2,1.0,1.0,0,121000,1.0,0,0,1970.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0,1,0,0,13.0,90.0,2081.94,93687.3
5252,72.0,2,1.0,1.0,0,177000,1.0,0,0,1996.0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0.0,1,0,1,0,13.0,90.0,2081.94,149899.68
5253,69.0,3,2.0,0.5,1,89475,1.0,1,0,1974.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,143653.86000000002
5254,80.0,3,1.0,4.0,0,130000,1.0,0,0,1970.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,1,13.0,86.0,1983.7,158696.0
5255,34.0,1,1.0,1.0,0,99000,1.0,0,0,1910.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,13.0,86.0,1983.7,67445.8
5256,48.0,2,1.0,0.5,1,52000,1.0,0,0,1950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,13.0,89.0,2007.79,96373.92
5257,56.0,2,1.0,4.0,0,104000,1.0,0,0,1970.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,86.0,1983.7,111087.2
5258,80.0,3,1.0,3.0,0,120000,1.0,0,0,1970.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,13.0,89.0,2007.79,160623.2
5259,90.0,1,1.0,1.0,0,160000,2.0,0,0,1970.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0,0,1,0,13.0,85.0,1574.36,141692.4
5260,77.0,2,1.0,1.0,0,162000,1.0,0,0,1970.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,13.0,89.0,2007.79,154599.83
5261,80.0,2,1.0,2.0,0,120000,1.0,0,0,1970.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,160623.2
5262,29.0,1,1.0,5.0,0,58000,1.0,0,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,58225.91
5263,89.0,2,2.0,0.5,1,224999,1.0,0,0,2006.0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0.0,0,0,0,0,13.0,87.0,2076.58,184815.62
5264,62.0,2,1.0,2.0,0,107000,1.0,0,0,1979.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.0,1,0,1,0,13.0,85.0,1574.36,97610.32
5265,56.0,0,1.0,0.5,1,129000,1.0,1,0,1900.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,116588.64
5266,65.0,2,1.0,2.0,0,123900,1.0,0,0,1965.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0,1,0,1,0,13.0,85.0,1574.36,102333.4
5267,39.0,2,1.0,1.0,0,89000,1.0,0,0,1940.0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0.0,1,0,1,0,13.0,89.0,2007.79,78303.81
5268,80.0,3,1.0,1.0,0,190000,2.0,0,0,1970.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,85.0,1574.36,125948.8
5269,84.0,4,1.0,2.0,0,199000,1.0,0,0,2012.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,13.0,89.0,2007.79,168654.36
5270,60.0,3,1.0,3.0,0,135000,1.0,0,0,1965.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,13.0,89.0,2007.79,120467.4
5271,70.0,3,1.0,4.0,0,125000,1.0,0,0,1970.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,86.0,1983.7,138859.0
5272,70.0,3,1.0,4.0,0,88782,1.0,0,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,140545.3
5273,70.0,3,1.0,2.0,0,137000,1.0,0,0,1971.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,1,13.0,86.0,1983.7,138859.0
5274,76.0,3,1.0,3.0,0,145000,1.0,0,0,1970.0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0.0,1,0,1,0,13.0,90.0,2081.94,158227.44
5275,63.0,1,1.0,0.5,1,135000,1.0,0,0,2000.0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,126490.77
5276,60.0,2,1.0,0.5,1,105000,1.0,0,0,1970.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,124916.4
5277,66.0,3,1.0,3.0,0,160000,1.0,0,0,1970.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.0,1,0,1,0,13.0,87.0,2076.58,137054.28
5278,71.0,2,1.0,2.0,0,210000,1.0,0,0,2001.0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0,13.0,88.0,1896.75,134669.25
5279,42.0,1,1.0,0.5,1,83000,1.0,0,0,1970.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,84327.18
5280,60.0,2,1.0,1.0,0,110000,1.0,0,0,1970.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,87.0,2076.58,124594.8
5281,40.0,2,1.0,0.5,1,89900,1.0,0,0,1970.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,80311.6
5282,86.0,3,1.0,0.5,1,149000,1.0,0,0,1970.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,86.0,1983.7,170598.2
5283,44.0,2,1.0,3.0,0,105000,1.0,0,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,88342.76
5284,83.0,2,1.0,1.0,0,189000,1.0,0,0,2000.0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0.0,0,0,0,0,13.0,90.0,2081.94,172801.02000000002
5285,30.0,1,1.0,0.5,1,79000,1.0,0,0,1966.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,87.0,2076.58,62297.4
5286,90.0,3,1.0,3.0,0,104000,1.0,0,0,1975.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,13.0,89.0,2007.79,180701.1
5287,52.0,3,1.0,4.0,0,125000,1.0,0,0,1970.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,108260.88
5288,39.0,1,1.0,4.0,0,123000,3.0,0,0,1970.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,81195.66
5289,103.0,3,1.0,3.0,0,140000,1.0,0,0,1956.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.0,0,0,1,0,13.0,86.0,1983.7,204321.1
5290,95.0,4,1.0,2.0,0,156000,1.0,0,0,1970.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,90.0,2081.94,197784.3
5291,50.0,2,1.0,0.5,1,115000,1.0,0,0,1961.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,100389.5
5292,60.0,1,1.0,1.0,0,135000,1.0,0,0,1970.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13.0,89.0,2007.79,120467.4
5293,85.0,3,2.0,1.0,0,150000,2.0,0,0,1970.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,13.0,85.0,1574.36,133820.6
5294,58.0,2,1.0,3.0,0,111000,1.0,0,0,1970.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0.0,0,0,1,0,13.0,87.0,2076.58,120441.64
5295,59.0,2,1.0,3.0,0,95000,1.0,0,0,1970.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0.0,1,0,1,0,13.0,85.0,1574.36,92887.24
5296,92.0,2,1.0,0.5,1,105000,1.0,0,0,1971.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1,0,1,0,13.0,85.0,1574.36,144841.12
5297,97.0,3,2.0,0.5,1,109000,1.0,1,0,1986.0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0.0,1,1,1,1,13.0,85.0,1574.36,152712.91999999998
